Program Time [s],data 0,data 1
28.8022,1.99327e+06,2.54236e+06
28.8432,1.99327e+06,2.54236e+06
28.8832,1.99325e+06,2.54234e+06
28.9235,1.99326e+06,2.54234e+06
28.9633,1.99326e+06,2.54237e+06
29.0042,1.99328e+06,2.54239e+06
29.0446,1.99329e+06,2.54242e+06
29.0842,1.99329e+06,2.54243e+06
29.125,1.9933e+06,2.54246e+06
29.1645,1.9933e+06,2.54249e+06
29.2052,1.99331e+06,2.54252e+06
29.2452,1.99331e+06,2.54254e+06
29.2852,1.99332e+06,2.54257e+06
29.3253,1.99332e+06,2.54258e+06
29.3661,1.99332e+06,2.54258e+06
29.4062,1.99327e+06,2.54244e+06
29.4462,1.99321e+06,2.54225e+06
29.4862,1.99319e+06,2.5422e+06
29.5272,1.99322e+06,2.54224e+06
29.5672,1.99323e+06,2.54229e+06
29.6079,1.99324e+06,2.54231e+06
29.6473,1.99325e+06,2.54233e+06
29.6883,1.99324e+06,2.5423e+06
29.7282,1.99324e+06,2.5423e+06
29.7681,1.99324e+06,2.5423e+06
29.8082,1.99324e+06,2.54234e+06
29.8483,1.99326e+06,2.54236e+06
29.8892,1.99327e+06,2.54241e+06
29.9292,1.99327e+06,2.54243e+06
29.9692,1.99328e+06,2.54247e+06
30.0092,1.99328e+06,2.54248e+06
30.0502,1.99329e+06,2.5425e+06
30.0902,1.99329e+06,2.54252e+06
30.1302,1.99329e+06,2.54252e+06
30.1702,1.99329e+06,2.54253e+06
30.2112,1.9933e+06,2.54253e+06
30.2512,1.99327e+06,2.54243e+06
30.2911,1.9932e+06,2.54222e+06
30.3311,1.99318e+06,2.54216e+06
30.3712,1.99319e+06,2.54221e+06
30.4122,1.99322e+06,2.54227e+06
30.4525,1.99323e+06,2.5423e+06
30.4932,1.99324e+06,2.54235e+06
30.5321,1.99323e+06,2.54232e+06
30.5735,1.99323e+06,2.5423e+06
30.6131,1.99322e+06,2.54231e+06
30.6531,1.99324e+06,2.54233e+06
30.6935,1.99324e+06,2.54236e+06
